"CustomerID","RegistrationDate","Age","Gender","IncomeLevel","Country","City","TotalPurchases","AverageOrderValue","CustomerLifetimeValue","FavoriteCategory","SecondFavoriteCategory","EmailEngagementRate","SocialMediaEngagementRate","MobileAppUsage","CustomerServiceInteractions","AverageSatisfactionScore","EmailConversionRate","SocialMediaConversionRate","SearchEngineConversionRate","RepeatCustomer","PremiumMember","HasReturnedItems"
"CUST00030",2021-06-21,43,"Other","High","Australia","Paris",6,5.47893454452116,18.8658513587369,"Food","Sports",0.186562374209211,0.270140473396283,"Low",4,5.24355554938781,0.351489185263935,0.450358081891806,0.133460095815512,"Yes","No","No"
"CUST00032",2019-10-09,43,"Other","Very High","UK","London",1,156.781227068556,102.706380871894,"Books","Toys",0.119015029541403,0.406755493161998,"Never",1,7.75644017610158,0.160829134918766,0.408621714802086,0.199018096560358,"No","No","No"
"CUST00033",2023-08-31,56,"Other","High","Other","Berlin",2,24.0487311331598,157.709924127614,"Books","Books",0.136396455125372,0.296439794356323,"Never",4,5.30672324280549,0.201937830198094,0.228299930664492,0.199018096560358,"Yes","No","No"
"CUST00034",2021-07-21,41,"Prefer not to say","Very High","Germany","Los Angeles",1,34.6082751053867,33.8320018203551,"Food","Food",0.171839786253433,0.0807245870245286,"Low",0,6.42624557030238,0.374638914342936,0.045983995346997,0.179135580006312,"No","No","No"
"CUST00035",2019-08-24,47,"Prefer not to say","Very High","Germany","New York",5,106.59762108511,1178.3724876725,"Clothing","Toys",0.374390984304134,0.037748179348079,"Never",4,5.96102544884591,0.169509262910139,0.233111476290111,0.253065580397593,"Yes","No","Yes"
"CUST00036",2023-08-24,19,"Other","High","Other","Other",0,50.9102736810587,137.647284211047,"Electronics","Clothing",0.244072479367695,0.433759833825395,"Never",4,6.19383681743946,0.10900128086655,0.22572427496008,0.105162487274286,"No","No","No"
"CUST00037",2020-12-28,49,"Female","Low","UK","Berlin",2,153.577322174651,319.380773785942,"Beauty","Beauty",0.523684174950641,0.0345056896708131,"High",1,7.57884112600888,0.293955331636118,0.117608150443836,0.284990970096377,"Yes","No","No"
"CUST00038",2023-08-04,31,"Other","Very High","UK","London",4,22.6141074487143,771.246463996882,"Clothing","Books",0.503223987883102,0.190206289982722,"High",2,9.22162647692639,0.413447552329208,0.101102182473051,0.352882238066506,"Yes","No","No"
"CUST00039",2021-09-25,45,"Other","Very High","France","New York",1,126.390701266006,128.910780659729,"Beauty","Home Goods",0.127051031700772,0.190831993456323,"Never",2,7.66538038130274,0.0450625399541769,0.150117968057942,0.0488310366525334,"No","No","No"
"CUST00040",2023-11-10,15,"Other","Very High","Japan","Berlin",4,22.2370645516358,163.124739201613,"Electronics","Home Goods",0.363622927056167,0.214823958126211,"Never",3,6.17558709184146,0.150464132845248,0.44729360380425,0.104772147439288,"Yes","No","No"
"CUST00041",2021-10-22,44,"Prefer not to say","Medium","Other","Paris",7,168.261830269479,1318.40530917535,"Beauty","Sports",0.472325132619576,0.444532844358251,"Low",2,7.7063100412235,0.15310821185595,0.0538954800930557,0.143370960310586,"Yes","No","No"
"CUST00042",2022-01-18,15,"Male","Low","Australia","Sydney",1,86.757393732441,172.730632643257,"Sports","Food",0.101290967943223,0.138634599338798,"Never",4,5.79018872354795,0.118195860870291,0.0815418548513877,0.308896448870506,"No","No","No"
"CUST00044",2018-02-04,15,"Male","Very High","Canada","Berlin",5,21.7253628581348,272.176542193719,"Sports","Electronics",0.397258836638065,0.545542958092132,"Never",0,6.23483664781031,0.0419896641149308,0.221409347515549,0.165410440489141,"Yes","Yes","Yes"
"CUST00045",2023-05-10,35,"Prefer not to say","Very High","Australia","New York",2,133.93442335292,306.532194588934,"Electronics","Toys",0.417757771958562,0.232772444842978,"High",2,8.02363511614233,0.0641501724211132,0.230922908466373,0.295918403690003,"Yes","No","No"
"CUST00046",2022-05-05,36,"Male","Very High","Germany","Los Angeles",8,9.66930845230695,122.388383312596,"Home Goods","Home Goods",0.110318026076775,0.274962545542364,"High",1,8.76727460925689,0.117684671650756,0.0317857802108848,0.0176698453767322,"Yes","Yes","No"
"CUST00047",2020-10-18,23,"Other","Very High","UK","Sydney",7,80.5944534797245,543.091652541911,"Beauty","Home Goods",0.275021877326088,0.308425485477713,"Never",1,10,0.1973032383091,0.275158496044127,0.241229771986553,"Yes","No","Yes"
"CUST00048",2021-02-03,56,"Female","Medium","UK","Los Angeles",9,128.237424367397,1203.9112186729,"Food","Books",0.178690020991936,0.0743165119148557,"High",1,8.62990453489089,0.13958682258285,0.067783468208738,0.277120777609397,"Yes","No","No"
"CUST00051",2022-04-29,42,"Male","Very High","Other","London",0,61.9089951052426,771.246463996882,"Food","Books",0.409048294132326,0.599698028363694,"Never",0,6.54443765046447,0.0910148167978603,0.253855955889178,0.0348309480086539,"No","No","No"
"CUST00053",2018-07-21,22,"Male","Low","USA","London",8,29.5007506739362,771.246463996882,"Beauty","Beauty",0.106450564801536,0.250050100600849,"Never",4,6.68938729857831,0.1973032383091,0.256133493470694,0.172888832339903,"Yes","Yes","No"
"CUST00054",2023-06-05,27,"Other","Very High","Japan","Tokyo",3,72.5653710925329,130.861085687302,"Electronics","Books",0.467004849999217,0.0948649861306304,"High",0,7.24647711914565,0.430045029380477,0.10142664485111,0.0244921152712162,"Yes","No","No"
"CUST00056",2020-03-26,27,"Prefer not to say","Very High","France","Los Angeles",0,21.5479385869658,141.603504051007,"Books","Home Goods",0.279266664536958,0.255417343220182,"Never",1,6.56462108600021,0.160726625868699,0.158845943903622,0.178679968790427,"No","No","No"
"CUST00058",2021-06-29,37,"Other","Very High","Australia","Other",5,54.5782021888342,434.178756385536,"Electronics","Clothing",0.385474586292152,0.0986938507615648,"Low",2,7.64160228118748,0.217838976889351,0.362674204714475,0.2238933423209,"Yes","No","No"
"CUST00059",2020-10-13,16,"Other","High","USA","Los Angeles",1,191.166566929232,771.246463996882,"Sports","Books",0.153848715797245,0.181409977971749,"Low",1,6.5014674390915,0.115596131904158,0.124202612517005,0.247364648872565,"No","No","No"
"CUST00060",2018-12-04,35,"Male","Low","UK","New York",4,62.2893882961494,175.013843406264,"Electronics","Books",0.152586578234793,0.291622537721064,"Never",2,3.77407702421408,0.1973032383091,0.0929534096510947,0.0176941456717712,"Yes","No","No"
"CUST00061",2020-05-28,52,"Other","Low","Germany","Tokyo",2,27.518575286292,5.76947706422051,"Beauty","Home Goods",0.366404389285811,0.303768142165457,"Never",1,7.1813226973575,0.221379898528968,0.100901106789582,0.187978447426046,"Yes","No","No"
"CUST00063",2020-12-28,33,"Male","Very High","USA","London",4,26.1273781873085,771.246463996882,"Electronics","Beauty",0.283203543608665,0.264206052962139,"Never",4,6.34853995008123,0.142443378131818,0.20839021383735,0.09164306579948,"Yes","No","No"
"CUST00064",2020-02-03,35,"Other","Low","Japan","Other",9,114.051469754475,1098.82796293187,"Beauty","Food",0.536625183587977,0.22627473946299,"Medium",1,4.40981079676207,0.218931873941805,0.0824293521018746,0.347260812040031,"Yes","Yes","No"
"CUST00065",2019-01-15,37,"Other","Low","France","London",1,27.3372718278979,771.246463996882,"Beauty","Food",0.624539641697255,0.110062255554565,"Never",2,9.09458185997187,0.254708671571059,0.108370492194162,0.0537675135976498,"No","No","No"
"CUST00067",2021-03-26,38,"Other","Very High","Australia","Berlin",7,32.7025036679592,247.774635034421,"Clothing","Home Goods",0.326815341667987,0.0726013455320173,"Medium",3,7.14433230088431,0.0437532095291694,0.18340984504067,0.0222572808300289,"Yes","No","No"
"CUST00068",2023-08-25,15,"Other","Very High","Germany","New York",10,17.281821196567,178.066570589946,"Clothing","Beauty",0.411995633005214,0.254392628950157,"Low",2,6.9599984341166,0.382519714592476,0.198619038429204,0.130699959326784,"Yes","No","Yes"
"CUST00069",2018-03-06,47,"Other","Very High","Canada","Los Angeles",2,65.1488913623971,147.134524692453,"Beauty","Clothing",0.281944456680568,0.287115939898397,"Never",0,7.00934740493403,0.360372118644705,0.255971734388702,0.0751557728936151,"Yes","Yes","Yes"
"CUST00070",2021-09-29,35,"Prefer not to say","Medium","Australia","London",4,31.5723683776157,771.246463996882,"Home Goods","Electronics",0.491724835167073,0.366182916852193,"High",1,5.79818744290838,0.443318080880827,0.112417699129541,0.163779496981285,"Yes","No","No"
"CUST00071",2021-02-26,68,"Female","Low","France","Los Angeles",3,34.7901212537843,155.35643116339,"Books","Books",0.376427459998159,0.347713520146319,"Never",3,8.46656804975341,0.099380183244945,0.199736927995624,0.18814748780067,"Yes","No","No"
"CUST00072",2023-07-21,54,"Other","Medium","USA","Berlin",3,43.8516463102465,31.6348259239076,"Beauty","Home Goods",0.244224093774381,0.353883067955101,"Never",0,5.41066705278468,0.106730183239207,0.123645838345492,0.167937795242947,"Yes","No","Yes"
"CUST00073",2022-02-04,43,"Male","Low","Japan","Paris",5,191.166566929232,169.309560073352,"Sports","Home Goods",0.312919236448285,0.209486407995317,"Never",2,6.7494546147033,0.134821548368961,0.245661205194678,0.350683218582121,"Yes","No","No"
"CUST00077",2022-08-26,31,"Other","Very High","France","Los Angeles",8,64.225075107164,421.762377027671,"Beauty","Beauty",0.398490970951939,0.226485123261378,"High",3,9.43256192661915,0.123756916811127,0.0733959183515043,0.383890600272247,"Yes","No","No"
"CUST00078",2019-02-23,52,"Other","Medium","USA","Other",2,15.895431533183,13.1698011936117,"Beauty","Beauty",0.259595776662385,0.111067979545387,"Low",2,7.52581493523343,0.318163092472295,0.143052109893666,0.253859005291854,"Yes","No","Yes"
"CUST00079",2019-01-14,41,"Female","Medium","USA","London",6,22.9102286198231,771.246463996882,"Food","Home Goods",0.442215069272328,0.287286465962056,"Never",0,8.26379671589496,0.159176986294212,0.0788630173328126,0.185064007087056,"Yes","No","No"
"CUST00080",2022-12-02,35,"Other","High","Other","Berlin",4,191.166566929232,136.940524579111,"Beauty","Books",0.253764131574555,0.300622587104007,"Low",1,10,0.1973032383091,0.0500771538468168,0.221859257627964,"Yes","No","No"
"CUST00081",2023-09-20,43,"Male","Low","France","Paris",1,7.1665942571403,771.246463996882,"Books","Electronics",0.0707537966284646,0.366634673435277,"Never",2,6.9599984341166,0.425905280369644,0.153867374623712,0.370840001264988,"No","No","No"
"CUST00083",2018-07-20,19,"Male","Medium","USA","Los Angeles",5,36.27930272109,118.532859212114,"Home Goods","Food",0.436892474219182,0.398672662910355,"Never",3,8.34861027102599,0.209403608679451,0.117321676000871,0.139902944219467,"Yes","No","No"
"CUST00084",2020-12-28,35,"Prefer not to say","Very High","UK","Berlin",7,173.823875862888,1113.03219629651,"Clothing","Home Goods",0.262037091231078,0.278069276231441,"Medium",1,8.44780734137788,0.175622166562186,0.201874595877778,0.330196956612779,"Yes","Yes","No"
"CUST00085",2020-02-19,50,"Female","Very High","Canada","Berlin",2,52.7327779582572,73.1179626374985,"Electronics","Food",0.296581639757785,0.258691423390561,"High",2,7.65133524461193,0.250281442140412,0.257875415153534,0.199018096560358,"Yes","No","Yes"
"CUST00086",2019-05-18,20,"Other","Low","France","Paris",2,23.4072936869094,151.377256309876,"Sports","Home Goods",0.593883000320386,0.385991480024319,"Low",1,6.69481877416393,0.246417807391413,0.0713897084601251,0.225607418106878,"Yes","No","Yes"
"CUST00087",2022-10-18,22,"Other","Very High","USA","Paris",0,19.3687063847988,771.246463996882,"Home Goods","Home Goods",0.105215582627125,0.323384965392542,"Low",2,8.92058051998934,0.216709341991268,0.315399520847913,0.0719168873027124,"No","Yes","No"
"CUST00088",2020-03-15,43,"Other","Low","France","Tokyo",0,87.3952253037755,771.246463996882,"Sports","Toys",0.113046649589369,0.199235671782168,"Low",4,2.79932291731784,0.148737833828652,0.268823529775995,0.0197983646410354,"No","No","No"
"CUST00092",2020-08-18,15,"Other","Very High","Other","New York",0,163.003327209268,208.535917302179,"Electronics","Home Goods",0.461898312114714,0.374284083248148,"Medium",1,3.77340454126212,0.04981514644474,0.218443919133124,0.326093565144592,"No","No","Yes"
"CUST00093",2022-01-25,20,"Other","Very High","Australia","Berlin",6,43.9116705146279,771.246463996882,"Books","Food",0.204191958978954,0.287286465962056,"High",4,5.70022037467083,0.298763490841771,0.0648725132671934,0.219310829889152,"Yes","No","No"
"CUST00097",2020-05-20,19,"Male","Medium","USA","Paris",9,59.1755927187227,651.639101115817,"Beauty","Toys",0.0564601001686626,0.361030476427866,"Medium",1,5.17063693782138,0.0280269070306357,0.193651744472451,0.188552988724793,"Yes","Yes","No"
"CUST00098",2019-01-28,35,"Prefer not to say","Very High","Canada","London",6,153.725804827601,807.775092030358,"Toys","Toys",0.349109804846318,0.135622666386144,"High",1,3.87311984054021,0.170760195982438,0.29653830281067,0.226725210967552,"Yes","No","Yes"
"CUST00100",2020-11-04,30,"Prefer not to say","Low","Germany","Sydney",6,20.6885603210038,45.8475516888737,"Beauty","Electronics",0.379235872547133,0.224829870677075,"High",2,6.92398194382659,0.277630286629878,0.255244892937189,0.0893809264299004,"Yes","No","No"
"CUST00101",2020-12-28,24,"Other","Low","USA","Tokyo",6,39.8463589088135,311.54879595603,"Clothing","Home Goods",0.27221943995085,0.145932994664982,"Never",2,8.48982450684524,0.0514934638046191,0.240834476275034,0.0873719145168523,"Yes","No","Yes"
"CUST00102",2022-01-24,15,"Male","Low","France","Los Angeles",2,191.166566929232,669.660540168049,"Sports","Sports",0.157877009654096,0.252880115776084,"Never",1,8.42518527223623,0.178677497200634,0.223118102755741,0.18997933953339,"Yes","No","No"
"CUST00103",2020-05-13,40,"Other","Medium","Australia","Los Angeles",9,16.9665305693806,122.539570140668,"Beauty","Electronics",0.517730459086122,0.38917177502453,"Never",1,6.76902334995792,0.202391696744228,0.0843901309393836,0.412039816734514,"Yes","No","No"
"CUST00105",2020-10-17,54,"Male","Medium","Japan","Sydney",6,62.7678546338368,533.369979126055,"Electronics","Beauty",0.661507998663493,0.200280010615786,"Low",2,6.82089230740958,0.176025996270077,0.378019284873379,0.173694016643105,"Yes","No","No"
"CUST00106",2018-04-06,18,"Female","High","Japan","Sydney",7,71.7706465517468,585.188790090986,"Books","Home Goods",0.195378732205278,0.286960261538052,"Medium",1,8.97645008037208,0.0773321994651693,0.257947200510171,0.361554492297898,"Yes","No","No"
"CUST00108",2022-10-24,34,"Other","Low","Japan","Los Angeles",3,17.4503081764495,141.273512933832,"Beauty","Sports",0.283203543608665,0.171157718681617,"Never",0,7.96632019963534,0.219849244479195,0.077053930768338,0.261089596697649,"Yes","No","Yes"
"CUST00110",2019-06-25,48,"Female","Very High","France","Tokyo",2,191.166566929232,160.925969283224,"Electronics","Sports",0.173821645234707,0.529691173128373,"Never",0,10,0.0284450769399361,0.110749681517056,0.433982014588263,"Yes","No","Yes"
"CUST00111",2020-11-25,26,"Prefer not to say","Very High","Canada","Berlin",6,4.2177434462714,73.5327592724462,"Home Goods","Electronics",0.171725869124427,0.287286465962056,"Low",1,4.89557779328852,0.175020069188994,0.144960599041847,0.284276409492275,"Yes","Yes","No"
"CUST00112",2021-03-29,15,"Female","High","Australia","London",5,15.389337247525,166.373234877402,"Clothing","Sports",0.176042548141974,0.325033741596145,"Low",6,3.60078503213163,0.1973032383091,0.315515706164089,0.0518596709217928,"Yes","No","No"
"CUST00113",2022-09-19,45,"Female","Very High","France","Paris",4,184.087062519058,735.630536991463,"Beauty","Toys",0.319411023062264,0.117427710544373,"High",0,6.9599984341166,0.148370051947452,0.114621411692004,0.0889456296479785,"Yes","No","No"
"CUST00114",2022-12-25,40,"Other","High","UK","Other",5,20.6268532297588,771.246463996882,"Beauty","Sports",0.447142254336972,0.34489300615306,"High",2,5.84841082226244,0.448071404147567,0.198619038429204,0.211612342602407,"Yes","No","No"
"CUST00116",2020-03-06,44,"Other","Medium","France","Other",0,175.633942611374,771.246463996882,"Books","Beauty",0.0887772321850526,0.131451260926594,"High",5,5.4753044594133,0.0898960775000634,0.0294334957092733,0.295114933749542,"No","No","Yes"
"CUST00117",2020-11-17,47,"Other","Low","Canada","Tokyo",3,61.3326675017008,213.554094533417,"Food","Beauty",0.0491086851967766,0.654272936903203,"Low",2,8.00096671409551,0.329918046932655,0.36830398509968,0.0419574264625868,"Yes","No","Yes"
"CUST00118",2022-07-02,15,"Male","Very High","France","Los Angeles",2,93.8081483300157,18.6681412694708,"Home Goods","Beauty",0.293097185287475,0.387125349884627,"Never",1,9.17754415782573,0.160204769302751,0.0583307785801335,0.184393021407739,"Yes","No","No"
"CUST00119",2021-09-25,35,"Male","Medium","Japan","Sydney",9,54.8585708689177,403.034751716321,"Electronics","Books",0.663323595802137,0.180496530756359,"Never",2,6.86719919433839,0.17647140709455,0.0987010660881669,0.332092063453811,"Yes","Yes","No"
"CUST00120",2023-06-05,15,"Other","Very High","USA","London",6,91.2645616169948,771.246463996882,"Home Goods","Books",0.39166555526897,0.16108444187819,"High",1,9.78800780797029,0.311014145179925,0.215065249574093,0.455279793642115,"Yes","No","No"
"CUST00121",2021-09-16,33,"Female","Low","Canada","Tokyo",5,55.6305806039961,291.626048818642,"Clothing","Toys",0.231077374490816,0.275294982643674,"Low",1,10,0.0534961513477134,0.198619038429204,0.153886810312366,"Yes","No","No"
"CUST00122",2022-07-22,29,"Other","Very High","Australia","Paris",7,103.240797357411,715.547182846647,"Electronics","Beauty",0.286124617394427,0.275256695380222,"Never",0,6.9256876137877,0.235996974086383,0.168931902719742,0.276709839520973,"Yes","No","No"
"CUST00123",2022-03-10,42,"Other","Medium","USA","Other",3,12.4918220314101,148.017266736267,"Food","Home Goods",0.326911095397761,0.287286465962056,"Never",1,6.83158434539798,0.184764783098717,0.245684547881892,0.17009650064094,"Yes","No","No"
"CUST00124",2023-08-01,18,"Prefer not to say","Medium","USA","Tokyo",7,48.5337093981581,262.840175210522,"Clothing","Home Goods",0.341713722692156,0.108399867368006,"High",2,4.50030171736235,0.142145215977437,0.106005044116148,0.0386525000058431,"Yes","No","No"
"CUST00126",2021-11-09,15,"Female","Very High","Other","Tokyo",7,159.207805440887,1156.00960722739,"Beauty","Sports",0.272820822504448,0.14055875493474,"Medium",2,6.9599984341166,0.21266316174253,0.062193567602827,0.099705522144851,"Yes","No","No"
"CUST00127",2021-11-01,43,"Male","Very High","Japan","Berlin",6,32.0190224323153,328.440298633714,"Electronics","Clothing",0.382784696964228,0.337176401790007,"Low",3,9.83819399441805,0.194209666197136,0.173622341349113,0.139493102132701,"Yes","No","No"
"CUST00129",2020-08-30,36,"Other","Medium","UK","Berlin",6,20.3874666444322,44.5827706909438,"Beauty","Toys",0.110453281288794,0.17328055095605,"Never",1,7.05832819633079,0.0760276777356602,0.33584329295674,0.117448124167743,"Yes","No","Yes"
"CUST00130",2022-11-04,15,"Other","Low","Other","Other",1,43.2015856798514,771.246463996882,"Beauty","Home Goods",0.0823879154840876,0.438282566216989,"Never",2,6.40948186895521,0.394252637151267,0.0602367059336146,0.388467865642291,"No","No","No"
"CUST00132",2019-12-11,59,"Prefer not to say","Medium","Other","London",7,59.8574362229435,283.818312924573,"Clothing","Food",0.155591338266714,0.532914938989123,"Medium",4,9.02165584730935,0.225893655391187,0.425934784493415,0.38643266836151,"Yes","No","No"
"CUST00134",2021-12-05,44,"Other","Very High","USA","Sydney",4,32.4491896905841,218.979482659846,"Sports","Home Goods",0.154988552853383,0.265159074190639,"Medium",0,7.9622087357754,0.254961687265304,0.2763100640606,0.123023573294464,"Yes","No","No"
"CUST00135",2020-12-28,21,"Female","Very High","UK","Other",6,138.317718732811,867.137660544991,"Beauty","Books",0.0460775130366456,0.287286465962056,"High",2,5.11899498718252,0.09977854115651,0.0816376878506969,0.23715238036025,"Yes","No","No"
"CUST00136",2018-11-14,33,"Male","Very High","France","London",2,48.4842707839729,116.657436205025,"Home Goods","Home Goods",0.215565804126526,0.114895342426653,"Low",1,7.86531674086784,0.29568646864461,0.306757000692215,0.220353967604419,"Yes","No","No"
"CUST00137",2021-06-11,15,"Male","Very High","Japan","Paris",4,35.4822259115978,268.778936759176,"Sports","Home Goods",0.113291064358065,0.144662709943554,"Medium",1,6.08781287215634,0.233818698727891,0.117041624955381,0.145954593701769,"Yes","No","No"
"CUST00139",2019-10-26,37,"Male","Very High","Other","Tokyo",3,22.3987197261315,103.185452682812,"Books","Electronics",0.242806458877237,0.254894928562246,"High",1,6.50346532715498,0.105424118174246,0.148015994342668,0.199018096560358,"Yes","No","Yes"
"CUST00140",2023-06-22,16,"Other","Very High","Australia","Los Angeles",4,58.6122200158727,148.443298133695,"Food","Sports",0.477193074323221,0.300231239505011,"Never",1,7.38329331206196,0.187824758434595,0.0855951243714429,0.247625893173637,"Yes","No","No"
"CUST00141",2022-06-20,22,"Prefer not to say","Very High","Japan","London",0,129.028132730467,771.246463996882,"Clothing","Toys",0.283203543608665,0.430929717554959,"Low",2,10,0.224206126398985,0.0979463117251399,0.161668279408828,"No","Yes","No"
"CUST00142",2022-02-04,35,"Other","Very High","Germany","Tokyo",4,62.272979368131,309.670715311469,"Beauty","Food",0.222635004137182,0.287286465962056,"Low",6,5.65891257567378,0.254314815065445,0.137252979801727,0.207945086939676,"Yes","No","No"
"CUST00143",2021-02-10,48,"Other","Medium","Other","New York",1,18.2424241849701,108.54970385307,"Beauty","Sports",0.251466776986787,0.434095107096649,"Medium",3,6.74221475726379,0.219033313105258,0.198619038429204,0.235583916732287,"No","No","No"
"CUST00145",2022-03-01,32,"Other","High","Canada","Paris",5,53.6877885639072,271.987504852378,"Electronics","Home Goods",0.241032242302585,0.291790686254227,"Low",2,4.28850233694553,0.2914389792957,0.178676827436892,0.0795104297418266,"Yes","No","Yes"
"CUST00146",2019-07-18,15,"Prefer not to say","Low","USA","Tokyo",4,191.166566929232,136.659005317437,"Clothing","Toys",0.0844649814005163,0.353820832146959,"Low",3,8.51827634777421,0.467493364367015,0.0416449442075298,0.129001863188573,"Yes","No","No"
"CUST00147",2021-07-15,38,"Female","Medium","UK","Sydney",1,46.2696973980534,224.325570521502,"Home Goods","Toys",0.128651260574482,0.231967781693372,"High",5,4.79646160268996,0.136658303016338,0.257195140569625,0.220347394905894,"No","No","No"
